session_id,start_time,end_time,energy_kwh,duration_minutes,cost_inr,vehicle_type
SES_89213,2024-04-07 05:38:00,2024-04-07 06:36:51,1.8,58.9,32.35,2W
SES_62350,2024-05-20 17:04:00,2024-05-20 19:54:08,59.16,170.1,976.26,4W
SES_50567,2024-07-11 22:49:00,2024-07-11 23:57:23,7.83,68.4,125.72,3W
SES_78423,2024-04-02 16:10:00,2024-04-02 17:13:40,3.13,63.7,48.73,2W
SES_48445,2024-01-04 23:53:00,2024-01-05 01:06:34,5.03,73.6,89.37,3W
SES_84422,2024-05-29 11:09:00,2024-05-29 11:44:51,3.4,35.9,57.18,2W
SES_39004,2024-01-22 06:12:00,2024-01-22 07:29:25,46.82,77.4,740.66,4W
SES_65034,2024-11-13 20:48:00,2024-11-13 22:17:22,37.7,89.4,658.45,4W
SES_45646,2024-07-10 14:04:00,2024-07-10 15:10:30,3.27,66.5,54.21,2W
SES_43430,2024-04-29 20:51:00,2024-04-29 21:48:57,8.33,58.0,135.64,3W
SES_94023,2024-06-27 20:25:00,2024-06-27 22:10:41,2.15,105.7,33.97,2W
SES_84771,2024-04-25 11:29:00,2024-04-25 13:00:50,21.77,91.8,365.87,4W
SES_18909,2024-03-06 20:48:00,2024-03-06 22:01:10,8.68,73.2,141.54,3W
SES_65758,2024-11-13 23:21:00,2024-11-14 00:41:08,9.27,80.1,151.19,3W
SES_10526,2024-03-26 15:03:00,2024-03-26 15:48:33,1.86,45.6,29.62,2W
SES_85604,2024-12-28 09:05:00,2024-12-28 10:30:37,1.87,85.6,33.17,2W
SES_98323,2024-03-14 21:39:00,2024-03-14 22:29:00,7.04,50.0,110.6,3W
SES_11921,2024-04-21 01:58:00,2024-04-21 02:58:43,3.15,60.7,50.55,2W
SES_34261,2024-06-30 16:26:00,2024-06-30 17:12:04,5.91,46.1,94.04,3W
SES_86714,2024-01-08 10:37:00,2024-01-08 11:29:32,2.89,52.5,43.6,2W
SES_18659,2024-12-16 19:01:00,2024-12-16 20:38:11,2.24,97.2,34.97,2W
SES_64723,2024-05-28 16:22:00,2024-05-28 18:12:12,2.88,110.2,46.87,2W
SES_65027,2024-05-14 18:01:00,2024-05-14 18:59:20,2.6,58.3,39.64,2W
SES_93098,2024-09-15 17:17:00,2024-09-15 19:26:35,57.97,129.6,921.09,4W
SES_61708,2024-05-10 10:18:00,2024-05-10 11:38:57,9.11,81.0,148.91,3W
SES_49737,2024-04-02 20:23:00,2024-04-02 21:51:06,8.24,88.1,137.06,3W
SES_11312,2024-09-02 22:53:00,2024-09-02 23:47:55,1.52,54.9,25.65,2W
SES_12242,2024-11-05 23:27:00,2024-11-06 00:29:53,6.17,62.9,104.45,3W
SES_45370,2024-07-30 15:53:00,2024-07-30 16:56:37,28.82,63.6,452.56,4W
SES_81195,2024-11-09 08:36:00,2024-11-09 09:49:43,2.66,73.7,40.13,2W
SES_17611,2024-12-28 23:10:00,2024-12-29 00:51:17,55.69,101.3,990.18,4W
SES_63255,2024-10-22 18:49:00,2024-10-22 20:14:07,1.72,85.1,26.45,2W
SES_79250,2024-08-07 18:06:00,2024-08-07 18:41:15,1.52,35.3,27.33,2W
SES_81398,2024-02-10 19:49:00,2024-02-10 21:10:33,2.71,81.6,48.05,2W
SES_89379,2024-08-20 05:45:00,2024-08-20 07:40:54,1.67,115.9,29.58,2W
SES_16104,2024-01-09 01:40:00,2024-01-09 03:44:47,48.23,124.8,740.32,4W
SES_29082,2024-01-22 16:30:00,2024-01-22 17:19:06,34.42,49.1,588.29,4W
SES_18179,2024-07-04 23:09:00,2024-07-05 00:32:40,7.4,83.7,117.55,3W
SES_83081,2024-08-22 09:30:00,2024-08-22 10:40:03,1.91,70.1,32.22,2W
SES_20621,2024-07-03 13:04:00,2024-07-03 13:59:01,6.11,55.0,101.44,3W
SES_95700,2024-04-29 23:56:00,2024-04-30 00:40:24,2.49,44.4,43.39,2W
SES_34433,2024-02-26 12:01:00,2024-02-26 13:16:19,7.91,75.3,133.38,3W
SES_37563,2024-04-26 08:52:00,2024-04-26 10:50:55,3.29,118.9,55.04,2W
SES_82815,2024-12-22 20:40:00,2024-12-22 23:26:34,47.98,166.6,815.28,4W
SES_10624,2024-07-14 01:49:00,2024-07-14 02:43:00,2.09,54.0,36.13,2W
SES_29928,2024-12-21 21:37:00,2024-12-22 00:33:21,20.07,176.4,358.44,4W
SES_38248,2024-04-19 13:35:00,2024-04-19 14:52:56,8.07,77.9,132.18,3W
SES_50813,2024-03-16 09:40:00,2024-03-16 10:17:49,2.24,37.8,34.81,2W
SES_52731,2024-10-29 14:27:00,2024-10-29 15:58:48,2.37,91.8,40.89,2W
SES_53099,2024-05-24 02:40:00,2024-05-24 03:40:00,7.4,60.0,133.09,3W
SES_31886,2024-06-26 18:08:00,2024-06-26 19:43:28,2.63,95.5,39.49,2W
SES_12165,2024-11-29 21:54:00,2024-11-29 23:06:17,9.8,72.3,150.66,3W
SES_22149,2024-05-15 18:28:00,2024-05-15 19:19:46,5.08,51.8,80.56,3W
SES_49426,2024-03-20 02:02:00,2024-03-20 02:53:02,5.0,51.0,83.93,3W
SES_67894,2024-01-01 18:09:00,2024-01-01 20:13:39,32.25,124.7,485.83,4W
SES_81913,2024-08-10 22:14:00,2024-08-11 00:46:07,45.59,152.1,789.1,4W
SES_11127,2024-06-03 13:00:00,2024-06-03 13:47:53,9.9,47.9,151.19,3W
SES_18061,2024-05-16 12:25:00,2024-05-16 12:55:21,2.71,30.4,42.46,2W
SES_95513,2024-06-08 19:15:00,2024-06-08 20:10:06,6.62,55.1,109.06,3W
SES_53772,2024-12-24 19:11:00,2024-12-24 20:20:40,8.63,69.7,153.99,3W
SES_77085,2024-05-26 07:31:00,2024-05-26 08:29:04,6.47,58.1,101.17,3W
SES_21164,2024-01-22 21:00:00,2024-01-22 22:59:29,1.89,119.5,32.99,2W
SES_20818,2024-04-28 07:27:00,2024-04-28 08:49:53,2.87,82.9,49.05,2W
SES_31697,2024-01-31 08:04:00,2024-01-31 09:32:58,7.07,89.0,116.67,3W
SES_21315,2024-12-24 12:58:00,2024-12-24 14:13:21,2.11,75.4,37.75,2W
SES_37972,2024-08-24 20:29:00,2024-08-24 22:20:35,39.29,111.6,671.52,4W
SES_80756,2024-01-30 22:46:00,2024-01-31 00:48:36,27.44,122.6,447.89,4W
SES_96322,2024-12-13 07:40:00,2024-12-13 10:34:51,27.97,174.9,423.02,4W
SES_71637,2024-12-12 16:27:00,2024-12-12 17:58:57,24.48,92.0,406.41,4W
SES_94118,2024-08-30 20:35:00,2024-08-30 21:28:10,6.71,53.2,103.26,3W
SES_74435,2024-01-10 09:55:00,2024-01-10 12:44:01,21.26,169.0,354.28,4W
SES_84123,2024-01-24 05:25:00,2024-01-24 06:37:29,7.69,72.5,136.58,3W
SES_30962,2024-12-03 21:54:00,2024-12-03 22:41:00,2.48,47.0,42.81,2W
SES_91207,2024-07-22 17:01:00,2024-07-22 18:04:39,2.15,63.7,37.58,2W
SES_10731,2024-08-03 22:20:00,2024-08-03 23:19:57,2.95,60.0,50.5,2W
SES_98267,2024-01-20 02:40:00,2024-01-20 05:16:05,36.67,156.1,583.05,4W
SES_67700,2024-10-24 15:52:00,2024-10-24 17:13:07,8.03,81.1,122.89,3W
SES_59932,2024-02-01 18:26:00,2024-02-01 19:17:46,6.09,51.8,106.29,3W
SES_91385,2024-06-04 19:36:00,2024-06-04 21:41:03,58.05,125.1,1013.15,4W
SES_48729,2024-12-21 19:54:00,2024-12-21 21:31:19,2.85,97.3,47.73,2W
SES_44005,2024-08-06 09:57:00,2024-08-06 11:14:11,32.91,77.2,584.35,4W
SES_75575,2024-12-02 13:42:00,2024-12-02 14:48:24,2.44,66.4,38.25,2W
SES_17307,2024-01-27 23:08:00,2024-01-27 23:54:19,7.56,46.3,126.0,3W
SES_22175,2024-09-29 07:59:00,2024-09-29 09:03:05,7.22,64.1,126.38,3W
SES_46773,2024-05-08 13:26:00,2024-05-08 14:44:58,3.23,79.0,58.09,2W
SES_88763,2024-08-14 18:42:00,2024-08-14 21:06:45,35.71,144.8,597.01,4W
SES_11680,2024-02-28 21:30:00,2024-02-28 22:36:58,49.33,67.0,884.29,4W
SES_35031,2024-09-06 13:45:00,2024-09-06 15:14:27,5.31,89.5,82.46,3W
SES_85080,2024-02-19 13:04:00,2024-02-19 13:48:10,3.36,44.2,57.1,2W
SES_89598,2024-09-06 18:38:00,2024-09-06 20:50:26,41.45,132.4,733.6,4W
SES_43869,2024-12-28 14:26:00,2024-12-28 16:48:38,47.67,142.6,720.41,4W
SES_20893,2024-02-26 09:44:00,2024-02-26 10:32:44,57.06,48.7,859.42,4W
SES_16101,2024-05-15 23:36:00,2024-05-16 00:42:47,6.29,66.8,111.08,3W
SES_63780,2024-05-15 16:12:00,2024-05-15 16:59:44,7.15,47.7,111.18,3W
SES_45317,2024-10-16 17:47:00,2024-10-16 19:15:41,43.33,88.7,719.98,4W
SES_69215,2024-10-31 06:40:00,2024-10-31 08:02:10,1.83,82.2,32.44,2W
SES_64810,2024-01-24 01:37:00,2024-01-24 02:41:21,24.59,64.4,431.0,4W
SES_89094,2024-06-19 07:12:00,2024-06-19 08:08:25,7.96,56.4,125.7,3W
SES_66043,2024-05-17 12:49:00,2024-05-17 13:42:08,7.29,53.1,109.45,3W
SES_58588,2024-11-10 08:46:00,2024-11-10 11:31:24,27.28,165.4,461.01,4W
SES_58594,2024-09-29 17:49:00,2024-09-29 19:22:36,55.51,93.6,984.82,4W
SES_78857,2024-06-01 21:38:00,2024-06-01 23:04:11,5.92,86.2,99.57,3W
SES_25435,2024-06-28 15:31:00,2024-06-28 18:23:09,59.86,172.2,949.85,4W
SES_82537,2024-01-17 11:17:00,2024-01-17 12:01:25,9.87,44.4,157.72,3W
SES_83598,2024-03-13 20:47:00,2024-03-13 21:54:21,2.4,67.4,41.23,2W
SES_81994,2024-07-22 23:23:00,2024-07-23 00:31:24,2.31,68.4,39.14,2W
SES_55747,2024-08-07 16:42:00,2024-08-07 17:50:52,3.31,68.9,50.54,2W
SES_46360,2024-01-05 23:21:00,2024-01-06 00:39:48,2.96,78.8,49.04,2W
SES_88608,2024-03-31 19:56:00,2024-03-31 20:57:37,2.72,61.6,47.08,2W
SES_48162,2024-09-01 23:36:00,2024-09-02 00:31:57,41.9,56.0,636.95,4W
SES_84718,2024-12-06 19:39:00,2024-12-06 22:21:04,35.31,162.1,623.94,4W
SES_38933,2024-09-16 05:01:00,2024-09-16 06:25:38,26.01,84.6,393.4,4W
SES_59422,2024-12-04 21:25:00,2024-12-04 22:49:55,6.28,84.9,99.91,3W
SES_32523,2024-04-18 20:20:00,2024-04-18 22:11:26,36.2,111.4,553.66,4W
SES_48685,2024-12-31 03:00:00,2024-12-31 04:14:21,5.26,74.4,86.76,3W
SES_10601,2024-09-14 19:04:00,2024-09-14 20:23:23,35.42,79.4,543.01,4W
SES_43624,2024-04-30 13:10:00,2024-04-30 14:16:32,9.69,66.5,166.72,3W
SES_78867,2024-10-11 22:27:00,2024-10-11 23:36:17,24.97,69.3,405.03,4W
SES_84306,2024-11-17 22:22:00,2024-11-17 23:01:53,2.74,39.9,42.51,2W
SES_26494,2024-07-26 20:45:00,2024-07-26 21:23:43,2.41,38.7,38.28,2W
SES_70649,2024-01-30 22:47:00,2024-01-31 01:07:38,52.39,140.6,886.81,4W
SES_37073,2024-06-20 22:37:00,2024-06-20 23:33:59,8.16,57.0,133.47,3W
SES_25838,2024-08-13 12:30:00,2024-08-13 13:32:48,9.04,62.8,148.35,3W
SES_64248,2024-02-10 20:23:00,2024-02-10 21:31:33,3.27,68.6,52.01,2W
SES_10871,2024-06-26 11:26:00,2024-06-26 12:19:47,2.3,53.8,39.79,2W
SES_32340,2024-04-21 18:42:00,2024-04-21 19:39:09,30.05,57.2,493.77,4W
SES_90926,2024-01-04 21:06:00,2024-01-04 22:13:33,9.44,67.6,144.82,3W
SES_37197,2024-06-18 18:36:00,2024-06-18 19:55:01,1.61,79.0,28.55,2W
SES_54872,2024-06-10 20:38:00,2024-06-10 23:10:15,44.24,152.3,704.84,4W
SES_66485,2024-01-02 09:19:00,2024-01-02 10:01:20,5.07,42.3,81.2,3W
SES_82598,2024-02-05 20:21:00,2024-02-05 21:09:38,49.94,48.6,771.4,4W
SES_12254,2024-10-21 19:10:00,2024-10-21 19:40:09,2.06,30.2,32.71,2W
SES_66625,2024-09-21 05:53:00,2024-09-21 07:11:24,6.5,78.4,113.83,3W
SES_10236,2024-01-25 23:03:00,2024-01-26 00:58:22,1.81,115.4,30.53,2W
SES_13184,2024-08-06 15:38:00,2024-08-06 18:32:51,38.8,174.9,585.64,4W
SES_99355,2024-01-22 23:08:00,2024-01-23 00:25:46,1.89,77.8,30.44,2W
SES_79919,2024-06-17 22:02:00,2024-06-17 23:01:44,8.13,59.7,144.95,3W
SES_72515,2024-11-01 15:48:00,2024-11-01 17:14:01,1.69,86.0,27.03,2W
SES_92801,2024-11-14 22:05:00,2024-11-14 22:59:34,7.82,54.6,137.82,3W
SES_68683,2024-06-14 23:29:00,2024-06-15 00:52:03,2.45,83.1,39.19,2W
SES_83206,2024-08-26 14:44:00,2024-08-26 15:18:27,3.0,34.5,50.1,2W
SES_41091,2024-03-02 20:34:00,2024-03-02 23:32:55,35.78,178.9,585.82,4W
SES_15253,2024-12-04 15:33:00,2024-12-04 16:26:07,5.66,53.1,98.13,3W
SES_82881,2024-02-05 11:18:00,2024-02-05 12:35:45,25.22,77.8,413.13,4W
SES_61671,2024-02-06 15:02:00,2024-02-06 16:19:07,2.37,77.1,35.66,2W
SES_26034,2024-10-09 02:42:00,2024-10-09 04:56:11,26.04,134.2,411.52,4W
SES_80007,2024-02-18 22:25:00,2024-02-19 00:42:12,56.29,137.2,877.47,4W
SES_90087,2024-05-23 18:07:00,2024-05-23 19:46:20,2.57,99.3,41.61,2W
SES_20150,2024-01-31 23:29:00,2024-02-01 02:08:20,56.85,159.3,893.81,4W
SES_84931,2024-07-21 17:17:00,2024-07-21 18:13:16,3.27,56.3,57.75,2W
SES_51093,2024-01-03 21:51:00,2024-01-03 23:08:16,6.44,77.3,106.06,3W
SES_59687,2024-05-13 08:41:00,2024-05-13 10:02:45,9.18,81.8,148.83,3W
SES_89423,2024-07-12 22:59:00,2024-07-12 23:46:26,2.24,47.4,35.31,2W
SES_41965,2024-01-23 16:07:00,2024-01-23 17:20:16,6.58,73.3,112.39,3W
SES_20715,2024-10-13 11:39:00,2024-10-13 12:51:34,6.76,72.6,117.48,3W
SES_30446,2024-07-19 22:13:00,2024-07-20 00:20:09,47.83,127.2,839.54,4W
SES_13009,2024-10-16 11:43:00,2024-10-16 13:00:44,30.32,77.7,479.44,4W
SES_60234,2024-03-26 11:25:00,2024-03-26 12:17:06,2.45,52.1,40.13,2W
SES_21655,2024-10-15 18:09:00,2024-10-15 19:15:46,7.66,66.8,122.72,3W
SES_85488,2024-09-18 23:53:00,2024-09-19 01:18:42,8.06,85.7,125.39,3W
SES_52287,2024-04-04 18:55:00,2024-04-04 21:31:44,40.07,156.7,680.58,4W
SES_65042,2024-07-03 16:56:00,2024-07-03 18:54:38,41.84,118.6,644.27,4W
SES_39738,2024-06-08 20:02:00,2024-06-08 21:23:07,2.85,81.1,49.05,2W
SES_17065,2024-04-28 17:25:00,2024-04-28 19:53:56,29.19,148.9,521.51,4W
SES_33900,2024-01-16 18:39:00,2024-01-16 20:13:22,1.78,94.4,26.7,2W
SES_77976,2024-12-22 08:27:00,2024-12-22 09:01:52,1.76,34.9,27.29,2W
SES_56692,2024-09-23 22:23:00,2024-09-23 23:30:08,6.27,67.1,104.05,3W
SES_56411,2024-03-10 12:01:00,2024-03-10 14:53:43,54.96,172.7,857.54,4W
SES_42357,2024-08-30 15:31:00,2024-08-30 17:25:32,2.4,114.5,41.37,2W
SES_45340,2024-07-15 11:31:00,2024-07-15 13:34:01,40.69,123.0,611.98,4W
SES_32216,2024-02-01 20:56:00,2024-02-01 21:58:33,45.95,62.6,815.21,4W
SES_96336,2024-02-20 13:33:00,2024-02-20 14:29:02,6.11,56.0,95.54,3W
SES_67412,2024-09-17 06:03:00,2024-09-17 07:23:36,2.97,80.6,48.47,2W
SES_16911,2024-11-24 07:44:00,2024-11-24 08:55:33,2.19,71.6,37.15,2W
SES_99090,2024-08-01 18:08:00,2024-08-01 18:48:28,9.91,40.5,168.65,3W
SES_64112,2024-01-19 22:22:00,2024-01-19 23:24:43,7.73,62.7,133.17,3W
SES_94440,2024-05-26 18:55:00,2024-05-26 20:48:16,2.49,113.3,43.68,2W
SES_74579,2024-11-01 20:07:00,2024-11-01 22:43:03,46.62,156.1,729.31,4W
SES_78230,2024-12-19 21:26:00,2024-12-19 22:40:31,56.94,74.5,855.04,4W
SES_58731,2024-01-13 16:39:00,2024-01-13 18:33:34,1.83,114.6,28.71,2W
SES_44605,2024-12-14 16:45:00,2024-12-14 18:50:38,31.63,125.6,508.68,4W
SES_91622,2024-06-21 10:09:00,2024-06-21 11:50:42,24.99,101.7,377.44,4W
SES_33605,2024-09-22 19:56:00,2024-09-22 21:07:54,1.67,71.9,27.92,2W
SES_44786,2024-07-21 14:00:00,2024-07-21 15:20:35,3.01,80.6,53.2,2W
SES_43455,2024-11-29 23:32:00,2024-11-30 01:31:00,57.19,119.0,931.59,4W
SES_66678,2024-10-17 11:21:00,2024-10-17 12:07:32,6.35,46.5,98.4,3W
SES_20169,2024-08-08 15:16:00,2024-08-08 16:24:34,27.51,68.6,475.78,4W
SES_66699,2024-01-05 11:54:00,2024-01-05 13:29:49,3.26,95.8,52.21,2W
SES_44888,2024-10-26 18:58:00,2024-10-26 20:00:20,8.81,62.3,145.89,3W
SES_60599,2024-02-09 17:34:00,2024-02-09 18:41:29,5.01,67.5,75.33,3W
SES_90035,2024-08-17 15:55:00,2024-08-17 16:56:02,8.27,61.0,135.23,3W
SES_96103,2024-04-04 23:15:00,2024-04-05 00:46:50,2.78,91.8,41.85,2W
SES_51967,2024-06-06 13:50:00,2024-06-06 14:54:24,5.14,64.4,84.84,3W
SES_42017,2024-10-21 16:28:00,2024-10-21 17:48:33,1.96,80.6,29.96,2W
SES_66485,2024-04-14 16:20:00,2024-04-14 17:44:26,7.24,84.4,124.06,3W
SES_42195,2024-11-19 13:11:00,2024-11-19 14:17:37,8.08,66.6,139.65,3W
SES_13574,2024-10-27 13:13:00,2024-10-27 14:21:56,1.96,68.9,34.06,2W
SES_11954,2024-12-20 19:04:00,2024-12-20 19:41:13,1.61,37.2,24.71,2W
SES_13274,2024-01-13 02:05:00,2024-01-13 03:09:33,1.86,64.6,30.14,2W
SES_86301,2024-04-21 21:24:00,2024-04-21 22:07:16,7.42,43.3,119.31,3W
SES_28150,2024-01-05 15:24:00,2024-01-05 17:11:55,2.19,107.9,36.37,2W
SES_49382,2024-11-01 07:52:00,2024-11-01 09:33:36,25.35,101.6,401.16,4W
SES_51500,2024-04-11 16:18:00,2024-04-11 17:52:22,2.49,94.4,38.16,2W
SES_15307,2024-02-07 14:52:00,2024-02-07 15:48:08,2.65,56.1,44.95,2W
SES_19708,2024-01-02 22:51:00,2024-01-02 23:57:51,9.73,66.9,148.92,3W
SES_87210,2024-10-10 20:08:00,2024-10-10 21:57:24,44.71,109.4,793.74,4W
SES_31480,2024-07-06 23:30:00,2024-07-07 00:19:06,1.57,49.1,24.89,2W
SES_50017,2024-03-19 20:42:00,2024-03-19 21:39:28,8.13,57.5,133.3,3W
SES_87332,2024-01-02 16:02:00,2024-01-02 17:11:27,1.75,69.5,30.74,2W
SES_99857,2024-04-03 18:50:00,2024-04-03 20:16:22,28.57,86.4,485.51,4W
SES_20652,2024-06-03 19:22:00,2024-06-03 20:43:54,1.89,81.9,33.73,2W
SES_34638,2024-12-03 06:42:00,2024-12-03 08:24:26,2.79,102.4,44.28,2W
SES_29588,2024-03-05 14:53:00,2024-03-05 16:45:49,51.76,112.8,924.41,4W
SES_50036,2024-05-10 19:22:00,2024-05-10 20:10:04,1.97,48.1,34.52,2W
SES_11120,2024-03-11 21:53:00,2024-03-11 22:43:46,51.79,50.8,864.33,4W
SES_74339,2024-05-14 21:46:00,2024-05-14 23:07:20,9.73,81.3,154.3,3W
SES_26688,2024-09-24 11:24:00,2024-09-24 12:56:18,20.34,92.3,337.78,4W
SES_39228,2024-02-08 23:04:00,2024-02-09 01:07:31,20.32,123.5,363.13,4W
SES_81041,2024-03-04 20:23:00,2024-03-04 21:23:21,5.28,60.4,90.04,3W
SES_31313,2024-03-08 17:22:00,2024-03-08 19:28:44,55.8,126.7,941.7,4W
SES_84941,2024-03-22 09:12:00,2024-03-22 10:05:02,28.87,53.0,499.47,4W
SES_92021,2024-05-10 14:25:00,2024-05-10 16:21:21,57.68,116.4,1021.71,4W
SES_47785,2024-10-08 13:06:00,2024-10-08 14:20:35,39.34,74.6,646.81,4W
SES_76087,2024-06-21 11:29:00,2024-06-21 13:11:19,43.52,102.3,722.65,4W
SES_43433,2024-05-23 07:02:00,2024-05-23 07:49:56,2.31,47.9,36.95,2W
SES_97921,2024-07-18 23:13:00,2024-07-19 00:21:15,41.8,68.3,698.83,4W
SES_56833,2024-11-23 06:27:00,2024-11-23 08:26:39,53.08,119.7,940.81,4W
SES_88351,2024-07-18 23:07:00,2024-07-19 01:33:22,40.25,146.4,707.4,4W
SES_89179,2024-11-10 06:40:00,2024-11-10 09:19:18,56.33,159.3,877.25,4W
SES_45133,2024-04-07 02:41:00,2024-04-07 03:49:58,32.07,69.0,488.63,4W
SES_65324,2024-01-19 13:53:00,2024-01-19 16:46:36,50.2,173.6,853.79,4W
SES_58046,2024-04-24 18:33:00,2024-04-24 19:27:54,1.96,54.9,29.68,2W
SES_67419,2024-07-01 23:34:00,2024-07-02 01:39:31,47.91,125.5,769.04,4W
SES_89496,2024-12-02 12:46:00,2024-12-02 13:43:31,2.21,57.5,36.11,2W
SES_31790,2024-12-10 19:23:00,2024-12-10 20:22:26,1.68,59.4,27.17,2W
SES_56714,2024-09-08 15:38:00,2024-09-08 18:22:12,44.34,164.2,703.42,4W
SES_95094,2024-06-30 15:26:00,2024-06-30 17:00:06,57.49,94.1,992.19,4W
SES_77577,2024-10-23 04:54:00,2024-10-23 06:17:37,2.03,83.6,34.58,2W
SES_53118,2024-05-26 09:09:00,2024-05-26 10:36:00,7.36,87.0,122.15,3W
SES_26502,2024-01-12 12:17:00,2024-01-12 13:38:57,43.1,82.0,706.95,4W
SES_36192,2024-11-12 14:55:00,2024-11-12 15:56:59,9.44,62.0,162.04,3W
SES_49994,2024-09-01 18:18:00,2024-09-01 19:30:10,2.19,72.2,34.62,2W
SES_50441,2024-01-16 09:35:00,2024-01-16 10:47:12,2.78,72.2,45.69,2W
SES_24705,2024-05-05 14:34:00,2024-05-05 15:38:09,3.15,64.2,53.03,2W
SES_92279,2024-08-16 23:12:00,2024-08-17 00:51:04,1.63,99.1,27.4,2W
SES_98840,2024-10-03 09:48:00,2024-10-03 10:54:38,26.6,66.6,449.63,4W
SES_34732,2024-01-11 04:26:00,2024-01-11 06:26:14,21.58,120.2,380.38,4W
SES_75637,2024-07-28 16:45:00,2024-07-28 17:33:30,6.96,48.5,106.97,3W
SES_10778,2024-11-16 07:32:00,2024-11-16 08:58:17,8.64,86.3,139.4,3W
SES_40280,2024-04-02 12:30:00,2024-04-02 13:31:32,9.18,61.5,144.65,3W
SES_68494,2024-08-18 13:48:00,2024-08-18 15:00:54,7.31,72.9,111.51,3W
SES_99482,2024-12-26 18:08:00,2024-12-26 19:48:53,35.64,100.9,553.44,4W
SES_49683,2024-06-16 15:25:00,2024-06-16 16:16:14,2.32,51.2,41.35,2W
SES_26543,2024-07-31 22:06:00,2024-07-31 23:26:52,45.92,80.9,775.28,4W
SES_41917,2024-07-05 16:07:00,2024-07-05 17:07:47,2.03,60.8,32.08,2W
SES_21268,2024-03-12 19:46:00,2024-03-12 20:53:21,6.08,67.4,102.58,3W
SES_35138,2024-10-19 22:14:00,2024-10-20 00:19:20,29.76,125.3,514.6,4W
SES_29920,2024-12-16 20:01:00,2024-12-16 21:18:58,44.66,78.0,796.96,4W
SES_91643,2024-10-07 08:27:00,2024-10-07 09:39:24,1.82,72.4,31.53,2W
SES_14462,2024-11-15 19:08:00,2024-11-15 20:07:27,5.64,59.5,86.82,3W
SES_83772,2024-01-24 03:11:00,2024-01-24 04:08:52,6.63,57.9,107.84,3W
SES_25138,2024-12-24 16:15:00,2024-12-24 17:16:42,7.26,61.7,130.28,3W
SES_73476,2024-03-16 12:59:00,2024-03-16 13:59:11,2.14,60.2,34.65,2W
SES_84109,2024-10-12 17:51:00,2024-10-12 19:20:55,24.18,89.9,384.7,4W
SES_86627,2024-10-01 22:39:00,2024-10-01 23:43:35,55.38,64.6,955.67,4W
SES_58839,2024-08-24 20:10:00,2024-08-24 20:55:13,9.22,45.2,159.12,3W
SES_46557,2024-03-26 19:10:00,2024-03-26 20:14:43,7.53,64.7,113.11,3W
SES_98246,2024-09-09 22:01:00,2024-09-09 23:20:51,5.15,79.9,91.22,3W
SES_55388,2024-05-22 18:05:00,2024-05-22 20:21:32,59.89,136.5,1034.74,4W
SES_55893,2024-06-05 07:30:00,2024-06-05 09:28:44,3.22,118.7,53.02,2W
SES_80964,2024-02-09 13:54:00,2024-02-09 14:29:44,1.61,35.7,25.65,2W
SES_52491,2024-03-12 16:32:00,2024-03-12 17:19:47,8.56,47.8,133.2,3W
SES_29177,2024-06-24 18:35:00,2024-06-24 19:36:07,24.96,61.1,389.8,4W
SES_92399,2024-09-25 21:47:00,2024-09-25 23:06:32,7.03,79.5,114.28,3W
SES_72153,2024-05-18 23:07:00,2024-05-19 00:45:33,3.37,98.6,54.65,2W
SES_49341,2024-07-23 20:01:00,2024-07-23 22:57:01,32.03,176.0,506.62,4W
SES_66597,2024-12-20 13:30:00,2024-12-20 14:59:01,26.73,89.0,401.1,4W
SES_39975,2024-12-30 23:18:00,2024-12-31 00:38:29,32.58,80.5,548.47,4W
SES_57203,2024-03-22 16:16:00,2024-03-22 16:56:26,6.03,40.4,98.16,3W
SES_63955,2024-12-08 07:37:00,2024-12-08 10:24:40,28.53,167.7,446.84,4W
SES_52147,2024-10-17 00:37:00,2024-10-17 01:31:46,9.39,54.8,163.86,3W
SES_99061,2024-12-15 03:02:00,2024-12-15 04:22:43,9.9,80.7,151.7,3W
SES_76981,2024-10-05 14:27:00,2024-10-05 17:07:36,45.83,160.6,741.16,4W
SES_19845,2024-05-22 19:14:00,2024-05-22 21:32:25,28.06,138.4,478.05,4W
SES_12026,2024-10-21 20:01:00,2024-10-21 21:05:55,8.2,64.9,138.16,3W
SES_46391,2024-01-31 05:50:00,2024-01-31 06:40:09,8.4,50.2,143.33,3W
SES_38583,2024-03-25 17:00:00,2024-03-25 18:34:21,3.46,94.4,55.41,2W
SES_87783,2024-11-25 23:18:00,2024-11-26 00:08:02,9.84,50.0,172.3,3W
SES_10566,2024-07-10 19:49:00,2024-07-10 21:07:39,20.39,78.7,320.12,4W
SES_91781,2024-07-02 04:37:00,2024-07-02 05:41:27,5.89,64.5,102.99,3W
SES_38445,2024-07-12 21:23:00,2024-07-12 22:22:34,5.01,59.6,75.41,3W
SES_73042,2024-04-02 02:50:00,2024-04-02 04:02:40,7.13,72.7,116.27,3W
SES_14446,2024-03-03 17:08:00,2024-03-03 18:07:18,5.79,59.3,90.78,3W
SES_76726,2024-09-19 18:08:00,2024-09-19 18:57:07,5.68,49.1,86.66,3W
SES_13877,2024-01-04 14:55:00,2024-01-04 16:10:17,1.98,75.3,34.14,2W
SES_81518,2024-11-03 13:12:00,2024-11-03 15:39:47,32.19,147.8,490.22,4W
